X,Y
54.96714153011233,47.890287819860255
48.61735698828815,46.51413037446136
56.47688538100692,54.76331279837308
65.23029856408026,61.21891221797216
47.658466252766644,46.852037694436596
47.6586304305082,49.67888471458089
65.79212815507391,75.22305766112656
57.67434729152909,58.547236355688284
45.30525614065048,46.5930080942643
55.42560043585965,55.05337085702882
45.365823071875376,35.77196699538017
45.34270246429743,45.21013308705135
52.41962271566034,52.72077376536547
30.86719755342202,43.18340811584845
32.75082167486967,31.789016850964057
44.37712470759027,45.88486141925833
39.87168879665576,39.69812994812954
53.142473325952736,47.29908313785508
40.91975924478789,46.63387331736299
35.87696298664709,39.63662815008096
64.65648768921554,68.61164742443077
47.74223699513465,43.19529972116095
50.67528204687924,57.689253601559734
35.75251813786544,28.743262823904033
44.556172754748175,47.49045822374953
51.10922589709866,62.061504026148555
38.490064225776976,33.537382600123536
53.75698018345672,50.92549153544286
43.99361310081195,44.49186992625015
47.083062502067236,44.56568423148624
43.98293387770603,36.22961672237537
68.52278184508938,68.86559671911952
49.86502775262066,44.55350918399014
39.422890710440996,41.790852863616905
58.225449121031886,53.62832794986287
37.791563500289776,45.54123552537747
52.08863595004755,48.17236948836637
30.403298761202244,28.792991180173864
36.71813951101569,40.785725597864044
51.96861235869123,45.81429077652145
57.38466579995411,58.521965472974756
51.7136828118997,58.24939658331184
48.843517176117594,40.806101003311454
46.98896304410711,47.91213233676863
35.214780096325725,36.51419406756784
42.801557916052914,46.71067227493947
45.393612290402125,39.20885873601171
60.57122226218915,53.96893919676777
53.43618289568462,56.045890723769105
32.36959844637266,33.85452181253859
53.24083969394795,54.49330394567733
46.149177195836835,47.88141824332171
43.23077999694041,39.83065638904796
56.11676288840868,57.2780313742137
60.30999522495951,61.77535759145292
59.31280119116199,55.74104410103015
41.607824767773614,50.9366973234974
46.907876241487855,49.277040846046795
53.31263431403564,47.3561168280224
59.75545127122359,63.03821931439274
45.2082576215471,40.33484927041049
48.14341023336183,52.07883325207409
38.93665025993972,44.72962815497674
38.037933759193294,33.93452216743474
58.125258223941984,62.94213887016359
63.56240028570823,65.62630492039072
49.27989878419666,53.39019958416911
60.03532897892024,69.51929389218998
53.61636025047634,52.38941967046199
43.54880245394876,39.78012163216131
53.61395605508414,49.166383906956526
65.38036566465969,61.3013142398325
49.64173960890049,49.256231061829965
65.64643655814007,67.35219643222328
23.802548959102555,25.18600295575265
58.21902504375224,62.35494128893236
50.870470682381715,50.93548014177125
47.009926495341325,54.277596881127906
50.91760776535502,49.59432359916524
30.124310853991073,43.725156686939165
47.80328112162488,50.93161786044991
53.57112571511746,49.28533793303605
64.77894044741517,59.4244779571096
44.81729781726352,47.22965989347945
41.91506397106812,40.79775004443887
44.982429564154636,48.552432034615094
59.15402117702074,61.520209299888464
53.287511096596845,52.92336653331248
44.70239796232961,40.46842937198759
55.13267433113356,47.558438207704235
50.9707754934804,48.7382007331453
59.68644990532889,63.96844387694625
42.979469061226474,44.049937781877496
46.723378534022316,40.494684640462374
46.078918468678424,46.94482309793433
35.364850518678814,37.291437417322996
52.96120277064576,48.5419155896401
52.610552721798896,53.37917825152653
50.05113456642461,50.342178158654605
47.65412866624853,41.93927717709542
